450, 400, 750, 800, 550, 400, 550, 650
600, 600, 800, 700, 400, 550, 500, 400
350, 1200, 800, 550, 400, 550, 600, 300
800, 550, 800, 400, 900, 800, 400
800, 400, 800, 550, 800, 600, 900
400, 600, 550, 800, 600, 650, 600, 550, 350
700, 650, 450, 300, 500, 650, 650, 550, 400
550, 650, 400, 800, 400, 600, 300, 400, 750
350, 550, 550, 800, 800, 1200, 600
600, 400, 300, 650, 800, 600, 550, 600, 400
500, 650, 550, 800, 650, 400, 550, 750
650, 800, 400, 400, 650, 400, 400, 600, 550
400, 800, 400, 450, 700, 800, 800, 400
800, 900, 400, 800, 450, 400, 400
600, 800, 550, 800, 650, 400, 500
650, 800, 600, 550, 1200
300, 650, 650, 400, 600, 550, 800
600, 600, 650, 800, 400, 750, 400
900, 550, 600, 850, 900
450, 650, 650, 600
850, 650, 600, 400
1200, 500, 800
800, 650, 600, 400
550, 550, 700, 650
700, 600, 1200
400, 550, 750, 750
1200, 800, 450
850, 800, 800
600, 800, 650, 400
1200, 600, 650
350, 450, 800, 850
550, 800, 550, 550
300, 650, 750, 400, 400
650, 600, 1200
900

Planks Used
450=7
800=34
650=25
550=27
350=4
1200=8
750=7
850=4
900=6
400=36
500=5
600=26
700=5
300=6

Planks Spare

Segment Waste
650=30
400=30
300=140
400=40
900=10
350=260
400=10
750=10
600=10
400=60
750=10
550=10
450=370
400=260
900=20
400=10
550=270
500=0
800=0
1200=0
650=150
800=0
650=400
400=0
550=0
900=0
600=0
400=60
800=60
400=10
650=10
1200=60
750=10
450=10
800=10
400=10
650=10
850=10
550=10
400=60
1200=10
